section	pivot_word	template	occurrences	paper_count	top_papers	exemplar_quotes
results	while	The azimuthal line cut-off suggests that the preferential orientation of {#} atomic lattice is at χ ~ #° while the {#} atomic lattice is at χ = #° (face-up) which satisfies the condition of the collective QDs arrangement illustrated in Fig. #i.	1	1	10.1038/s41467-023-38216-y	The azimuthal line cut-off suggests that the preferential orientation of {111} atomic lattice is at χ ~ 56° while the {200} atomic lattice is at χ = 0° (face-up) which satisfies the condition of the collective QDs arrangement illustrated in Fig. 1i.
results	but	Meanwhile for larger QDs the α was only increasing slightly but still showed a hexagonal structure.	1	1	10.1038/s41467-023-38216-y	Meanwhile for larger QDs the α was only increasing slightly but still showed a hexagonal structure.
results	although	Although larger QD would have a larger area of {#} facet the smaller α value reduces the effective epitaxial cross-section area.	1	1	10.1038/s41467-023-38216-y	Although larger QD would have a larger area of {100} facet the smaller α value reduces the effective epitaxial cross-section area.
discussion	however	However this hopping should get weaker as the diameter of the QDs increases due to the smaller wavefunction overlap.	1	1	10.1038/s41467-023-38216-y	However this hopping should get weaker as the diameter of the QDs increases due to the smaller wavefunction overlap.
discussion	despite	The steeper temperature dependence of the VRH-like behaviour in the EDT-bridged PbS QDs than the epitaxially-connected QD-SLs indicate that more significant disorder remains due to the non-coherence of the QD orientation despite the uniform inter-QD distance.	1	1	10.1038/s41467-023-38216-y	The steeper temperature dependence of the VRH-like behaviour in the EDT-bridged PbS QDs than the epitaxially-connected QD-SLs indicate that more significant disorder remains due to the non-coherence of the QD orientation despite the uniform inter-QD distance.
discussion	but	The observation of possible weak localisation and T-independent conductivity suggests that the electron transport in the epitaxially-connected QD-SLs is not predominantly governed by the hopping between the individual QD anymore but is determined by the band-like transport with remaining weak disorder.	1	1	10.1038/s41467-023-38216-y	The observation of possible weak localisation and T-independent conductivity suggests that the electron transport in the epitaxially-connected QD-SLs is not predominantly governed by the hopping between the individual QD anymore but is determined by the band-like transport with remaining weak disorder.
methods	while	The PTFE bath was then covered by slide glass immediately while the QD solution spread suppressing the hexane evaporation rate.	1	1	10.1038/s41467-023-38216-y	The PTFE bath was then covered by slide glass immediately while the QD solution spread suppressing the hexane evaporation rate.
abstract	while	While quantum transport theory has predicted distinct transport in the intermediate coupling regime resulting from the intricate interplay between coherent wave-like and incoherent particle-like mechanisms these predictions are awaiting experimental evidence.	1	1	10.1038/s41467-024-55812-8	While quantum transport theory has predicted distinct transport in the intermediate coupling regime resulting from the intricate interplay between coherent wave-like and incoherent particle-like mechanisms these predictions are awaiting experimental evidence.
introduction	while	While electronic transport has been studied in both the coherent and incoherent limits there are limited experimental studies addressing the intermediate regime where both coherent and incoherent effects are important.	1	1	10.1038/s41467-024-55812-8	While electronic transport has been studied in both the coherent and incoherent limits there are limited experimental studies addressing the intermediate regime where both coherent and incoherent effects are important.
introduction	however	However the experimental validation of these predictions remains elusive.	1	1	10.1038/s41467-024-55812-8	However the experimental validation of these predictions remains elusive.
results	while	While the NC core size is similar #-# nm (Supplementary Fig. #ad) the use of longer OA/OAm ligands results in a larger average center-to-center distance a of # nm ± # nm (Fig. #d).	1	1	10.1038/s41467-024-55812-8	While the NC core size is similar 8-9 nm (Supplementary Fig. 1ad) the use of longer OA/OAm ligands results in a larger average center-to-center distance a of 11.2 nm ± 1.1 nm (Fig. 1d).
results	although	Although the temporal resolution of PL microscopy is inferior (about # ps) it provides a superior sensitivity that is critical for imaging transport over a nanosecond window which is necessary for investigating ENAQT.	1	1	10.1038/s41467-024-55812-8	Although the temporal resolution of PL microscopy is inferior (about 70 ps) it provides a superior sensitivity that is critical for imaging transport over a nanosecond window which is necessary for investigating ENAQT.
results	despite	It is noteworthy that the time-dependent exciton spatial profiles depicted in Fig. #b markedly diverge from a Gaussian shape despite being subjected to a Gaussian excitation beam (fitting to Gaussian and the excitation beam shown in Supplementary Fig. #g).	1	1	10.1038/s41467-024-55812-8	It is noteworthy that the time-dependent exciton spatial profiles depicted in Fig. 2b markedly diverge from a Gaussian shape despite being subjected to a Gaussian excitation beam (fitting to Gaussian and the excitation beam shown in Supplementary Fig. 8g).
results	whereas	In the SLs with NCs separated by long-chain insulating ligands exciton transport exclusively relies on long-range dipolar exciton interactions whereas in the bulk crystal with extended lattices the exciton binding energy is smaller and band-like charge transport is more important.	1	1	10.1038/s41467-024-55812-8	In the SLs with NCs separated by long-chain insulating ligands exciton transport exclusively relies on long-range dipolar exciton interactions whereas in the bulk crystal with extended lattices the exciton binding energy is smaller and band-like charge transport is more important.
results	however	However the nanocrystals are separated by long insulating ligands such as OA and DAB which greatly hinder charge transport.	1	1	10.1038/s41467-024-55812-8	However the nanocrystals are separated by long insulating ligands such as OA and DAB which greatly hinder charge transport.
results	but	For defect scattering in a band such as for the bulk crystal at # K (Supplementary Fig. #) transport is always allowed but the mean free path of the carriers is reduced by the presence of defects.	1	1	10.1038/s41467-024-55812-8	For defect scattering in a band such as for the bulk crystal at 7 K (Supplementary Fig. 13) transport is always allowed but the mean free path of the carriers is reduced by the presence of defects.
discussion	however	However experimental evidence of quantum diffusion of excitons has remained elusive thus far.	1	1	10.1038/s41467-024-55812-8	However experimental evidence of quantum diffusion of excitons has remained elusive thus far.
discussion	while	While these reports attributed the turn over behavior to the exchange of populations between bright and dark exciton levels we propose that such an exchange is unlikely to be important in our case.	1	1	10.1038/s41467-024-55812-8	While these reports attributed the turn over behavior to the exchange of populations between bright and dark exciton levels we propose that such an exchange is unlikely to be important in our case.
methods	while	Lead (II) bromide (# + % extra pure) was obtained from ACROS Organics while anhydrous n-hexanes were purchased from Thomas Scientific.	1	1	10.1038/s41467-024-55812-8	Lead (II) bromide (98 + % extra pure) was obtained from ACROS Organics while anhydrous n-hexanes were purchased from Thomas Scientific.
methods	but	The calculation is outlined briefly below but readers are encouraged to visit the SI of Ref. for greater details.	1	1	10.1038/s41467-024-55812-8	The calculation is outlined briefly below but readers are encouraged to visit the SI of Ref. for greater details.
methods	however	However in our experiment the number of NC in each SL involved is typically on the order of #⁴, reasonably large that one can expect significant averaging over disorder and noise realizations occurs.	1	1	10.1038/s41467-024-55812-8	However in our experiment the number of NC in each SL involved is typically on the order of 10⁴, reasonably large that one can expect significant averaging over disorder and noise realizations occurs.
introduction	however	However fully exploiting the potential of artificial atoms requires learning how to synthesize quantum dot “molecules” with controlled stoichiometry programmed geometry and engineered electronic coupling between bound QDs.	1	1	10.1038/s41467-026-70555-4	However fully exploiting the potential of artificial atoms requires learning how to synthesize quantum dot “molecules” with controlled stoichiometry programmed geometry and engineered electronic coupling between bound QDs.
introduction	but	All such linkages can provide exquisite control over the directionality connectivity and symmetry of assembled quantum dot molecules but they inevitably impede inter-dot electronic communication.	1	1	10.1038/s41467-026-70555-4	All such linkages can provide exquisite control over the directionality connectivity and symmetry of assembled quantum dot molecules but they inevitably impede inter-dot electronic communication.
introduction	yet	Yet the reliable synthesis of such coupled dots remains considerably less straightforward than the assembly of assembled quantum dot molecules.	1	1	10.1038/s41467-026-70555-4	Yet the reliable synthesis of such coupled dots remains considerably less straightforward than the assembly of assembled quantum dot molecules.
introduction	while	While reliable this workflow is experimentally involved and was only extended to dimeric assembled quantum dot assembles.	1	1	10.1038/s41467-026-70555-4	While reliable this workflow is experimentally involved and was only extended to dimeric assembled quantum dot assembles.
results	whereas	Meanwhile OLAm acts as an amine-based anchor whereas oleic acid (OLA) predominantly appears as a monodentate carboxylate that links the long-chain alkyl tail to the QD surface with the carboxylate remaining more stable than the amine even in the monodentate form.	1	1	10.1038/s41467-026-70555-4	Meanwhile OLAm acts as an amine-based anchor whereas oleic acid (OLA) predominantly appears as a monodentate carboxylate that links the long-chain alkyl tail to the QD surface with the carboxylate remaining more stable than the amine even in the monodentate form.
results	while	Furthermore energy dispersive X-ray spectroscopy (EDS) element mapping confirmed the core-shell architecture of the colloidal ZnSe@ZnS assemblies (Fig. #il) which indicating a continuous distribution of zinc in both the core and shell locations while sulfur and selenium are distinctly located signifying the shell and core positions respectively.	1	1	10.1038/s41467-026-70555-4	Furthermore energy dispersive X-ray spectroscopy (EDS) element mapping confirmed the core-shell architecture of the colloidal ZnSe@ZnS assemblies (Fig. 2il) which indicating a continuous distribution of zinc in both the core and shell locations while sulfur and selenium are distinctly located signifying the shell and core positions respectively.
results	however	However their use in X-ray imaging or detection is limited due to issues such as stability susceptibility to deliquescence and strong reabsorption effects.	1	1	10.1038/s41467-026-70555-4	However their use in X-ray imaging or detection is limited due to issues such as stability susceptibility to deliquescence and strong reabsorption effects.
abstract	while	For the state-of-the-art quantum dot light-emitting diodes while the ZnO nanoparticle layers can provide effective electron injections into quantum dots layers the hole transporting materials usually cannot guarantee sufficient hole injection owing to the deep valence band of quantum dots.	1	1	10.1038/s41467-018-04986-z	For the state-of-the-art quantum dot light-emitting diodes while the ZnO nanoparticle layers can provide effective electron injections into quantum dots layers the hole transporting materials usually cannot guarantee sufficient hole injection owing to the deep valence band of quantum dots.
introduction	however	However the half lifetime (T₅₀) of QLEDs was only in the range of #,# h with an initial brightness of # cd m⁻², which is far below the requirement of display applications.	1	1	10.1038/s41467-018-04986-z	However the half lifetime (T₅₀) of QLEDs was only in the range of 100,000 h with an initial brightness of 100 cd m⁻², which is far below the requirement of display applications.
introduction	while	In the state-of-art organic/inorganic hybrid QLEDs while commonly used ZnO can provide effective electron injection the relatively large energy level offset between QDs and hole transport layer usually impedes hole injection leading to unbalanced electrons and holes and hence low device efficiency.	1	1	10.1038/s41467-018-04986-z	In the state-of-art organic/inorganic hybrid QLEDs while commonly used ZnO can provide effective electron injection the relatively large energy level offset between QDs and hole transport layer usually impedes hole injection leading to unbalanced electrons and holes and hence low device efficiency.
introduction	but	Moreover exceeding carriers accumulate at the barrier interface during the device operation not only acting as the non-radiative centers but also rising the driving voltage and limiting device lifetime.	1	1	10.1038/s41467-018-04986-z	Moreover exceeding carriers accumulate at the barrier interface during the device operation not only acting as the non-radiative centers but also rising the driving voltage and limiting device lifetime.
results	but	Conventional CdSe/Cd₁₋xZnxSe₁₋ySy/ZnS QDs (ZnS-QDs) that have the same core as ZnSe-QDs but with a wider bandgap ZnS outer shell were also prepared for comparison.	1	1	10.1038/s41467-018-04986-z	Conventional CdSe/Cd₁₋xZnxSe₁₋ySy/ZnS QDs (ZnS-QDs) that have the same core as ZnSe-QDs but with a wider bandgap ZnS outer shell were also prepared for comparison.
results	while	While the average size of ZnS-QDs are measured to be about # nm the optimized ZnSe-QDs show a larger size of about # nm.	1	1	10.1038/s41467-018-04986-z	While the average size of ZnS-QDs are measured to be about 8.4 nm the optimized ZnSe-QDs show a larger size of about 9.8 nm.
results	although	It is also found that although ZnSe has narrower energy bandgap assumptively less efficient confinement than ZnS the ZnSe-QDs can still achieve similarly high photoluminescence quantum yield (PLQY) of #% compared to that of ZnS-QDs (PLQY = #%) by precisely optimizing the gradient of the intermediate shell (Cd₁₋xZnxSe) and the thickness of the outer ZnSe layer for efficient wavefunction confinement(Supplementary Fig. #).	1	1	10.1038/s41467-018-04986-z	It is also found that although ZnSe has narrower energy bandgap assumptively less efficient confinement than ZnS the ZnSe-QDs can still achieve similarly high photoluminescence quantum yield (PLQY) of 84% compared to that of ZnS-QDs (PLQY = 87%) by precisely optimizing the gradient of the intermediate shell (Cd₁₋xZnxSe) and the thickness of the outer ZnSe layer for efficient wavefunction confinement(Supplementary Fig. 3).
results	whereas	As shown in Fig. #b the valence band offset at the TFB/ZnS-QD interface is calculated to be about # ± # eV whereas that at the TFB/ZnSe-QD interface is negligible which proves that this excellent alignment of the valance band and HOMO between ZnSe-QDs and TFB interface promises with a significantly reduced hole injection barrier in the corresponding QLEDs.	1	1	10.1038/s41467-018-04986-z	As shown in Fig. 1b the valence band offset at the TFB/ZnS-QD interface is calculated to be about 0.32 ± 0.05 eV whereas that at the TFB/ZnSe-QD interface is negligible which proves that this excellent alignment of the valance band and HOMO between ZnSe-QDs and TFB interface promises with a significantly reduced hole injection barrier in the corresponding QLEDs.
results	however	However the situation for the hole-only devices is far different.	1	1	10.1038/s41467-018-04986-z	However the situation for the hole-only devices is far different.
abstract	however	However massive defects are prone to be reproduced during the quantum dot (QD) film assembly which would sorely affect carrier injection transportation and recombination and finally degrade QLED performances.	1	1	10.1038/s41467-020-17633-3	However massive defects are prone to be reproduced during the quantum dot (QD) film assembly which would sorely affect carrier injection transportation and recombination and finally degrade QLED performances.
introduction	but	Interface molecular passivation has been widely used in perovskite-based device which could not only improve the effective radiation recombination but also enhance the stability.	1	1	10.1038/s41467-020-17633-3	Interface molecular passivation has been widely used in perovskite-based device which could not only improve the effective radiation recombination but also enhance the stability.
introduction	however	However most of work only focused on the top surface of the perovskite film few reports noticed the importance of double-sided passivation.	1	1	10.1038/s41467-020-17633-3	However most of work only focused on the top surface of the perovskite film few reports noticed the importance of double-sided passivation.
results	while	While the trap states in QD films after passivating by TSPO# was greatly weaken which indicated the TSPO# could effectively passivate defects eliminate the trap states and prevent the trapping of carriers.	1	1	10.1038/s41467-020-17633-3	While the trap states in QD films after passivating by TSPO1 was greatly weaken which indicated the TSPO1 could effectively passivate defects eliminate the trap states and prevent the trapping of carriers.
results	however	However phosphorus oxygen groups exhibited stronger interaction with Pb (bond order is #) compared to other groups which could suppress the regeneration of defects.	1	1	10.1038/s41467-020-17633-3	However phosphorus oxygen groups exhibited stronger interaction with Pb (bond order is 0.2) compared to other groups which could suppress the regeneration of defects.
results	nevertheless	Nevertheless the light emission of the film exhibited a sharp decline due to the formation of non-radiative recombination centers during the film-forming process.	1	1	10.1038/s41467-020-17633-3	Nevertheless the light emission of the film exhibited a sharp decline due to the formation of non-radiative recombination centers during the film-forming process.
results	although	From above results although single-side interface passivation can also improve the performance of QD film treatment on both sides is more effective.	1	1	10.1038/s41467-020-17633-3	From above results although single-side interface passivation can also improve the performance of QD film treatment on both sides is more effective.
abstract	but	Field-induced ionic motions in all-inorganic CsPbBr₃ perovskite quantum dots (QDs) strongly dictate not only their electro-optical characteristics but also the ultimate optoelectronic device performance.	1	1	10.1038/s41467-021-24762-w	Field-induced ionic motions in all-inorganic CsPbBr₃ perovskite quantum dots (QDs) strongly dictate not only their electro-optical characteristics but also the ultimate optoelectronic device performance.
abstract	while	We then realize for the first time a fast all-perovskite light-emitting memory (LEM) operating at # kHz by pairing such two identical devices in series in which one functions as an RRAM to electrically read the encoded data while the other simultaneously as an LEC for a parallel non-contact optical reading.	1	1	10.1038/s41467-021-24762-w	We then realize for the first time a fast all-perovskite light-emitting memory (LEM) operating at 5 kHz by pairing such two identical devices in series in which one functions as an RRAM to electrically read the encoded data while the other simultaneously as an LEC for a parallel non-contact optical reading.
introduction	however	However the previous LEMs proposed in the literature are usually produced by integrating two separate devices comprised of completely dissimilar material systems.	1	1	10.1038/s41467-021-24762-w	However the previous LEMs proposed in the literature are usually produced by integrating two separate devices comprised of completely dissimilar material systems.
introduction	but	All of these requirements not only pose a serious constraint on the material selection and compatibility but significantly add the complexity in the device fabrication.	1	1	10.1038/s41467-021-24762-w	All of these requirements not only pose a serious constraint on the material selection and compatibility but significantly add the complexity in the device fabrication.
results	although	Although the spatial distance between two devices is ~# mm they are connected electrically in series as the ITO has a low resistivity of ~ # × #⁻⁴ Ω·cm.	1	1	10.1038/s41467-021-24762-w	Although the spatial distance between two devices is ~1.0 mm they are connected electrically in series as the ITO has a low resistivity of ~ 4.8 × 10⁻⁴ Ω·cm.
results	but	First in order to form the latter either the perovskite precursor solution or the mixed powers of PbBr₂ and CsBr would need to be subject to a period of high temperature for facilitating the nucleation and crystallization of the bulk perovskites but the heating process would introduce undesirable thermal stress to the underlying ITO and reduce the electrical conductivity of ITO and degrade the overall LEM device performance (Supplementary Fig. #).	1	1	10.1038/s41467-021-24762-w	First in order to form the latter either the perovskite precursor solution or the mixed powers of PbBr₂ and CsBr would need to be subject to a period of high temperature for facilitating the nucleation and crystallization of the bulk perovskites but the heating process would introduce undesirable thermal stress to the underlying ITO and reduce the electrical conductivity of ITO and degrade the overall LEM device performance (Supplementary Fig. 1).
results	nevertheless	Nevertheless the well-resolved lattice fringes with an average interplanar space of # nm can be observed (Fig. #d) consistent with the distance between the (#) planes indexed in the XRD measurement.	1	1	10.1038/s41467-021-24762-w	Nevertheless the well-resolved lattice fringes with an average interplanar space of 0.59 nm can be observed (Fig. 1d) consistent with the distance between the (200) planes indexed in the XRD measurement.
results	while	Here shall be addressed that light emission can only be observed by applying the negative poling voltage on the LEC while no light is emitted if changing the voltage polarity to positive.	1	1	10.1038/s41467-021-24762-w	Here shall be addressed that light emission can only be observed by applying the negative poling voltage on the LEC while no light is emitted if changing the voltage polarity to positive.
results	whereas	After the electroforming process both the Ag filament and VBr conducting channel are well established in the right device whereas only the VBr conducting channel is induced on the left (Supplementary Fig. #b).	1	1	10.1038/s41467-021-24762-w	After the electroforming process both the Ag filament and VBr conducting channel are well established in the right device whereas only the VBr conducting channel is induced on the left (Supplementary Fig. 9b).
discussion	but	The highly-efficient optical transitions in the perovskite QD layer accompanied by the tunable emission colors not only allow for the realization of the LEM in the same material system through monolithic integration but also the enhanced functionalities of the LEM to broaden the scope of its applications.	1	1	10.1038/s41467-021-24762-w	The highly-efficient optical transitions in the perovskite QD layer accompanied by the tunable emission colors not only allow for the realization of the LEM in the same material system through monolithic integration but also the enhanced functionalities of the LEM to broaden the scope of its applications.
methods	while	The inert gas of argon at a flow rate of # and # sccm was introduced into the sputtering chamber while depositing Ag and ITO films respectively.	1	1	10.1038/s41467-021-24762-w	The inert gas of argon at a flow rate of 6.0 and 10.0 sccm was introduced into the sputtering chamber while depositing Ag and ITO films respectively.
abstract	however	However a generic organic ligand-free and antisolvent-free solution method to fabricate highly efficient full-color perovskite light-emitting diodes has not been realized.	1	1	10.1038/s41467-023-40150-y	However a generic organic ligand-free and antisolvent-free solution method to fabricate highly efficient full-color perovskite light-emitting diodes has not been realized.
introduction	despite	Despite the significant advancements achieved on green red and near infrared perovskite light-emitting diodes (PeLEDs) the best reported EQE of blue PeLEDs is merely #% which impedes their practical applications in wide-color-gamut displays and solid-state lighting.	1	1	10.1038/s41467-023-40150-y	Despite the significant advancements achieved on green red and near infrared perovskite light-emitting diodes (PeLEDs) the best reported EQE of blue PeLEDs is merely 18% which impedes their practical applications in wide-color-gamut displays and solid-state lighting.
introduction	however	However according to a theoretical study of CsPbX₃ nanocrystal system halide vacancies induced local point defects can easily accumulate at the crystal surface resulting in obvious reduction of their PLQY.	1	1	10.1038/s41467-023-40150-y	However according to a theoretical study of CsPbX₃ nanocrystal system halide vacancies induced local point defects can easily accumulate at the crystal surface resulting in obvious reduction of their PLQY.
introduction	nevertheless	Nevertheless the coexistence of variable n phases might contribute to high nonradiative recombination and broadened light emission without careful design of the distribution of different phases.	1	1	10.1038/s41467-023-40150-y	Nevertheless the coexistence of variable n phases might contribute to high nonradiative recombination and broadened light emission without careful design of the distribution of different phases.
results	although	Although few empty holes are observed it doesn’t have detrimental effect on the performance of PeLEDs due to the insulating nature of aluminum oxide.	1	1	10.1038/s41467-023-40150-y	Although few empty holes are observed it doesn’t have detrimental effect on the performance of PeLEDs due to the insulating nature of aluminum oxide.
results	while	The TAPC layer is used to passivate the top surface of PeQWs and transport the injected holes while the TBTB is doped to heal halide vacancy.	1	1	10.1038/s41467-023-40150-y	The TAPC layer is used to passivate the top surface of PeQWs and transport the injected holes while the TBTB is doped to heal halide vacancy.
results	however	However top-emission device structure is highly preferred for display applications since it is best suited to active-matrix design.	1	1	10.1038/s41467-023-40150-y	However top-emission device structure is highly preferred for display applications since it is best suited to active-matrix design.
abstract	despite	Despite the promising candidacy of perovskite nanocrystals for light-emitting diodes their pure red electroluminescence is hindered by low saturated luminance severe external quantum efficiency roll-off and inferior operational stability.	1	1	10.1038/s41467-024-50634-0	Despite the promising candidacy of perovskite nanocrystals for light-emitting diodes their pure red electroluminescence is hindered by low saturated luminance severe external quantum efficiency roll-off and inferior operational stability.
introduction	despite	Despite peak EQEs having exceeded #% critical challenges remain including low saturated luminance severe EQE roll-off and inferior operational stability impeding their further practical application.	1	1	10.1038/s41467-024-50634-0	Despite peak EQEs having exceeded 20% critical challenges remain including low saturated luminance severe EQE roll-off and inferior operational stability impeding their further practical application.
introduction	nevertheless	Nevertheless it remains an unprecedented challenge to achieve pure red PeLEDs with high efficiency and luminance suppressed efficiency roll-off and spectra stability.	1	1	10.1038/s41467-024-50634-0	Nevertheless it remains an unprecedented challenge to achieve pure red PeLEDs with high efficiency and luminance suppressed efficiency roll-off and spectra stability.
results	while	The DPPA-NCs show a slow single-exponent kinetic bleach decay with a lifetime of # ps while the pristine-NCs exhibit faster bleach decay (Supplementary Table #).	1	1	10.1038/s41467-024-50634-0	The DPPA-NCs show a slow single-exponent kinetic bleach decay with a lifetime of 542 ps while the pristine-NCs exhibit faster bleach decay (Supplementary Table 3).
results	whereas	More importantly this stability persists even at a high current density of # mA cm⁻² for a long time whereas the EL peak of the device based on pristine-NCs exhibits a noticeable redshift within # min under similar conditions (Fig. #i j).	1	1	10.1038/s41467-024-50634-0	More importantly this stability persists even at a high current density of 100 mA cm⁻² for a long time whereas the EL peak of the device based on pristine-NCs exhibits a noticeable redshift within 2 min under similar conditions (Fig. 3i j).
results	however	However discernible distinctions arise at higher current densities.	1	1	10.1038/s41467-024-50634-0	However discernible distinctions arise at higher current densities.
results	although	Although devices optimized with the DPPA-NCs emitting layer on glass substrates demonstrate a commendable EQE roll-off the efficiency droop further improves when transferring the devices on sapphire substrates.	1	1	10.1038/s41467-024-50634-0	Although devices optimized with the DPPA-NCs emitting layer on glass substrates demonstrate a commendable EQE roll-off the efficiency droop further improves when transferring the devices on sapphire substrates.
methods	but	The synthesis of the pristine nanocrystals (NCs) followed the same procedure as that of the DPPA-NCs but without the inclusion of DPPA.	1	1	10.1038/s41467-024-50634-0	The synthesis of the pristine nanocrystals (NCs) followed the same procedure as that of the DPPA-NCs but without the inclusion of DPPA.
abstract	however	However due to the discordant tolerance factor caused by the smaller size of potassium and rubidium ions it is still debatable whether they can be incorporated in the cesium perovskite crystal lattice.	1	1	10.1038/s41467-025-61085-6	However due to the discordant tolerance factor caused by the smaller size of potassium and rubidium ions it is still debatable whether they can be incorporated in the cesium perovskite crystal lattice.
introduction	nevertheless	Nevertheless only cesium cation possesses a tolerance factor value situated within the range of #–#¹ among these alkali metals ensuring the formation of a stable cubic perovskite structure.	1	1	10.1038/s41467-025-61085-6	Nevertheless only cesium cation possesses a tolerance factor value situated within the range of 0.8–1.0¹ among these alkali metals ensuring the formation of a stable cubic perovskite structure.
introduction	however	However controversy remains regarding whether Rb⁺ and K⁺ cations can enter the lattice.	1	1	10.1038/s41467-025-61085-6	However controversy remains regarding whether Rb⁺ and K⁺ cations can enter the lattice.
results	while	The fast Fourier transform (FFT) diffractogram in the inset of Fig. #b confirms the presence of the plane in pristine CsPbBr₃ QWs while the average interplane spacing between two neighboring (#) planes is measured to be # Å.	1	1	10.1038/s41467-025-61085-6	The fast Fourier transform (FFT) diffractogram in the inset of Fig. 1b confirms the presence of the plane in pristine CsPbBr₃ QWs while the average interplane spacing between two neighboring (100) planes is measured to be 6.06 Å.
results	whereas	In stark contrast the elemental profiles of the Rb (Supplementary Fig. #i) and K (Supplementary Fig. #j) elements are evident in the profiles of the Rb⁺,K⁺:CsPbBr₃ PeQWs arrays whereas these profiles were not detected in the pristine CsPbBr₃ PeQWs arrays (Supplementary Fig. #c d).	1	1	10.1038/s41467-025-61085-6	In stark contrast the elemental profiles of the Rb (Supplementary Fig. 3i) and K (Supplementary Fig. 3j) elements are evident in the profiles of the Rb⁺,K⁺:CsPbBr₃ PeQWs arrays whereas these profiles were not detected in the pristine CsPbBr₃ PeQWs arrays (Supplementary Fig. 3c d).
results	however	However in our case the XRD peak corresponding to these compounds is not identifiable in the XRD patterns depicted in Fig. #f which means these compounds don’t exist in the Rb⁺,K⁺:CsPbBr₃ PeQWs arrays.	1	1	10.1038/s41467-025-61085-6	However in our case the XRD peak corresponding to these compounds is not identifiable in the XRD patterns depicted in Fig. 1f which means these compounds don’t exist in the Rb⁺,K⁺:CsPbBr₃ PeQWs arrays.
results	although	Although some researchers also claim that interstitial occupancy of Rb⁺ and K⁺ cations is dominant there is no sign of Rb⁺ or K⁺ cations positioning at the interstitial site in the crystal lattice (Fig. #i j).	1	1	10.1038/s41467-025-61085-6	Although some researchers also claim that interstitial occupancy of Rb⁺ and K⁺ cations is dominant there is no sign of Rb⁺ or K⁺ cations positioning at the interstitial site in the crystal lattice (Fig. 1i j).
results	yet	And yet these atoms are precisely in their designated positions devoid of occupying the interstitial site.	1	1	10.1038/s41467-025-61085-6	And yet these atoms are precisely in their designated positions devoid of occupying the interstitial site.
results	but	Intriguingly we have not only achieved green emission but also extended our approach to include blue emission simply through the process of chloride doping.	1	1	10.1038/s41467-025-61085-6	Intriguingly we have not only achieved green emission but also extended our approach to include blue emission simply through the process of chloride doping.
abstract	however	However the hindered charge injection and massive charge trapping due to the insulating and defective surface of quantum dots (QDs) usually lead to a slow rise in electroluminescence (EL) response which makes it challenging to realize ultra-high refresh rate displays with nanosecond response.	1	1	10.1038/s41377-025-01959-y	However the hindered charge injection and massive charge trapping due to the insulating and defective surface of quantum dots (QDs) usually lead to a slow rise in electroluminescence (EL) response which makes it challenging to realize ultra-high refresh rate displays with nanosecond response.
introduction	however	However the efficiency of high-resolution light-emitting devices based on perovskite quantum dots is still insufficient for practical applications.	1	1	10.1038/s41377-025-01959-y	However the efficiency of high-resolution light-emitting devices based on perovskite quantum dots is still insufficient for practical applications.
introduction	although	Although nanosecond transient EL response has been reported in film based PeLEDs under high current density and short pulses.	1	1	10.1038/s41377-025-01959-y	Although nanosecond transient EL response has been reported in film based PeLEDs under high current density and short pulses.
results	while	The results show that the original emission peak of QDs is located at # nm while with the increase of [BMIM]OTF the PL peak red-shifts to # nm (Fig.	1	1	10.1038/s41377-025-01959-y	The results show that the original emission peak of QDs is located at 517 nm while with the increase of [BMIM]OTF the PL peak red-shifts to 520 nm (Fig.
results	however	However when an excess concentration of [BMIM]OTF is added the current density of the device increases significantly accompanied by a significant decrease in the device efficiency.	1	1	10.1038/s41377-025-01959-y	However when an excess concentration of [BMIM]OTF is added the current density of the device increases significantly accompanied by a significant decrease in the device efficiency.
abstract	despite	Despite remarkable progress in the development of halide perovskite materials and devices, their integration into nanoscale optoelectronics has been hindered by a lack of control over nanoscale patterning.	1	1	10.1038/s41467-023-39488-0	Despite remarkable progress in the development of halide perovskite materials and devices, their integration into nanoscale optoelectronics has been hindered by a lack of control over nanoscale patterning.
introduction	however	However, prone to degradation, these materials are not compatible with typical top-down fabrication processes.	1	1	10.1038/s41467-023-39488-0	However, prone to degradation, these materials are not compatible with typical top-down fabrication processes.
introduction	while	While the latter, which employs a scanning probe method, has demonstrated controlled growth at the nanoscale, other past developments have more commonly been limited to micron-sized patterning.	1	1	10.1038/s41467-023-39488-0	While the latter, which employs a scanning probe method, has demonstrated controlled growth at the nanoscale, other past developments have more commonly been limited to micron-sized patterning.
results	however	Within the wells, however, the nanocrystals are stochastically located at the four corners.	1	1	10.1038/s41467-023-39488-0	Within the wells, however, the nanocrystals are stochastically located at the four corners.
results	while	For this, the well dimensions are selected to yield a constant area corresponding to that of a # nm × # nm square, while maintaining a constant height of # nm for all samples.	1	1	10.1038/s41467-023-39488-0	For this, the well dimensions are selected to yield a constant area corresponding to that of a 150 nm × 150 nm square, while maintaining a constant height of 22 nm for all samples.
